"Lodobren","Vznamka","Scrna_lista","Sst_odobritev","Dcrna_lista","Dst_pogodb","Vletnik","Vmpc","Veurotax","Lpolog","Lobrestna_mera","Splacilni_indeks","Szapadlo_neplacano","Sobligo","Ltrajanje_meseci","Sneto_placa","Srazpolozljiv_od_z_malico_in_prevozom","Sstarost","Strajanje_zaposlitve","Sposta","Sdrzavljanstvo","Sdrzavljanstvo_eu","SDtip","SDst_zaposlenih","SDdoba_poslovanja","SDprihodki","SDodstotek_kapitala_v_bilancni_vsoti","SDposlovni_izid","SDblokada_racuna","SDinsolventnost","SDcrna_lista"
"DA","CITROEN","NE",0,"NE",55,5,8990,15.13,36.71,10.24,0.12,0,7759.44,72,803.42,887.51,35,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1518.31,24,256122633,20.03,-9759873,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",3981,6,8700,21.4,20,7.41,NA,NA,8913.6,72,851.13,831.58,42,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",33.02,25,3013010,68.82,125819,"NE","NE","NE"
"DA","MAZDA","NE",0,"NE",885,0,29500,0,20,7.99,0,0,24042.5,84,2665.2,2428.6,51,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",15.93,40,947034,79.86,52995,"NE","NE","NE"
"NE","KIA","NE",0,"NE",8065,0,10271,0,10,6.66,0.18,0,9706.1,84,561.53,614.48,47,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",4059,24,708095742,32.18,18380978,"NE","NE","DA"
"DA","OPEL","NE",1,"NE",5671,4,7700.01,31.61,9.09,3.99,0,0,8033.76,84,1479.52,1591.99,42,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",48.91,13,22718370,-18.64,181215,"NE","NE","NE"
"DA","FORD","NE",0,"NE",443,8,7300,-12.68,41.1,7.41,NA,NA,5193.6,48,607.26,608.26,28,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2,22,86597,76.78,6697.5,"NE","NE","NE"
"DA","MAZDA","NE",0,"NE",1263,0,33576,0,17.87,6.66,NA,NA,34081.8,60,2282.72,1326.53,40,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","TOYOTA","NE",0,"NE",3300,0,16770,0,14.91,6.99,NA,NA,14521.55,60,760.55,582.8,27,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",51,8,14546661,34,527675,"NE","NE","NE"
"NE","MINI","NE",0,"NE",2947,2,10444.58,22.95,10,7.41,NA,NA,9400.12,53,641.89,433.38,40,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2,3,83326,-11.57,-4038,"NE","NE","NE"
"NE","AUDI","NE",0,"NE",14,4,21500,-13.96,32.56,7.41,NA,NA,19181.4,84,962.32,490.72,31,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",4554.49,26,1211712861,78.11,144385467,"NE","NE","NE"
"DA","KIA","NE",0,"NE",8066,0,9121,0,35,6.67,NA,NA,6065.47,84,788.53,697.97,67,"UPOKOJENEC","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","FORD","NE",0,"NE",389,0,17850,0,20,6.66,NA,NA,18354,84,974,929,42,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",6.31,3,368774,4.01,295,"DA","NE","NE"
"DA","NISSAN","NE",1,"NE",238,4,16900,-6.44,17.75,7.41,NA,NA,26771.66,60,1705.06,1363.6,65,"UPOKOJENEC","SI-9","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",3983,0,15500,0,22.58,6.66,0.05,0,15061.68,72,807.48,598.29,55,"UPOKOJENEC","SI-9","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",8,8,3400,-31.62,20,7.41,NA,NA,3100.08,24,845.74,523.67,45,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",691.41,22,26197555,40.08,-809021,"NE","NE","NE"
"DA","PEUGEOT","NE",1,"NE",172,11,3450,-8.2,20,9.24,NA,NA,3048.54,22,628.57,611.18,36,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",124.98,24,21897676,64.66,276708,"NE","NE","NE"
"DA","PRENOS","NE",0,"NE",8067,8,3155.8,67.03,10.01,6.49,29.49,2.36,2873.72,36,857.53,716.32,30,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",689.12,11,315091498,59.75,16538345,"NE","NE","NE"
"NE","SKODA","NE",0,"NE",335,7,8500,-5.07,32.94,7.41,NA,NA,7093.8,60,774.4,765.19,35,"NEDOLOCEN CAS","SI-8","BOSNIA AND HERZEGOVINA","NE","JAVNI SEKTOR, UPOKOJENCI",0,1,0,36.59,-1,"NE","NE","NE"
"NE","CITROEN","NE",1,"NE",172,5,4900,-1.41,20,10.24,NA,NA,4853.76,48,615.96,564.39,52,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",186.7,15,6812288,53.36,263363,"NE","NE","NE"
"DA","FORD","NE",0,"NE",1782,0,11080,0,10,6.66,1.26,0,12712.56,84,792.2,640.86,30,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",399.5,23,88882602,59.85,3230206,"NE","NE","NE"
"NE","FORD","NE",0,"NE",8,8,7880,-19.12,20,7.41,56.04,433.16,9797.57,60,598.02,517.33,27,"DOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",43.68,2,3696356,14.54,77651,"NE","NE","NE"
"NE","PEUGEOT","NE",0,"NE",3,8,6500,-17.74,27.69,7.41,NA,NA,4895,48,677.2,653.41,39,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",4.57,22,795160,13.72,2883,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",1857,0,14367,0,80,5.89,NA,NA,3045.8,12,1334.69,1200.81,38,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","FORD","NE",0,"NE",1811,5,12790,-18.41,31.27,7.41,0.31,0,11006.4,60,596.14,480.53,46,"NEDOLOCEN CAS","SI-5","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","FORD","NE",0,"NE",5858,1,12000.01,3.72,50,6.91,NA,NA,7091.52,48,1016.65,1018.11,37,"DOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",22.14,12,1278635,15.39,124023,"NE","NE","NE"
"DA","VOLVO","NE",0,"NE",5858,5,9850,3.96,20,7.41,NA,NA,9631.2,60,1084.5,918.93,37,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",37.55,24,5154380,62.74,517724,"NE","NE","NE"
"DA","VOLKSWAGEN","NE",0,"NE",53,4,8500,-4.31,23.53,9.24,9.1,0,6585,84,3483.8,2649.77,53,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",3425,21,495119000,-13.97,-1466787000,"NE","NE","NE"
"DA","TOYOTA","NE",0,"NE",34,10,3150,13.3,31.75,7.41,NA,NA,2455.92,24,604.36,558.66,41,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",577,0,13700,0,21.9,7.49,NA,NA,13957.44,84,641.1,515.99,36,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",100.3,15,3060716,77.6,31853,"NE","NE","NE"
"DA","CITROEN","NE",0,"NE",78,8,5500,-15.16,20,10.24,3,0,4752.73,36,921.26,702.38,34,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",12.89,4,398245,57.07,27388,"NE","NE","NE"
"NE","OPEL","NE",0,"NE",8074,4,10299,13.77,20,7.41,NA,NA,10679.04,72,604.35,539.89,35,"NEDOLOCEN CAS","SI-1","MACEDONIA","NE","JAVNI SEKTOR, UPOKOJENCI",0.65,11,34223,73.29,5684.25,"NE","NE","NE"
"DA","KIA","NE",0,"NE",8074,1,11000,0,10.91,6.66,NA,NA,10075,84,643.53,701.5,34,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2086.83,16,45604171,53.62,1119234,"NE","NE","NE"
"DA","TOYOTA","NE",0,"NE",3301,0,12080,0,50.33,6.99,NA,NA,6181.2,36,1124.71,1165.72,34,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",214,26,106450113,39.55,671036,"NE","NE","NE"
"DA","RENAULT","NE",1,"NE",54,1,10490,15.83,20,7.41,NA,NA,11320.68,84,915.78,536.25,28,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","TOYOTA","NE",0,"NE",578,0,17680,0,20,7.99,NA,NA,14320.8,84,1323.36,1100.24,38,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",2317,0,13490,0,80,5.89,NA,NA,2859.88,12,797.93,743.1,52,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",27.58,26,1578865,36.48,-251297,"NE","NE","NE"
"DA","TOYOTA","NE",1,"NE",3302,0,18710.01,0,46.77,6.99,3.16,0,12978,84,862.84,791.49,52,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",127.59,15,2487558,40.09,9664,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",1783,5,9190,-15.58,20,7.41,1.82,0,8986.2,60,671.85,741.74,47,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",35.73,9,2386075,22.19,18917,"NE","NE","NE"
"DA","KIA","NE",0,"NE",8076,0,13291,0,20,6.66,0.48,0,10832.16,84,875.52,908.37,37,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",60.41,21,20139905,34.13,217683,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",239,8,4200,-11.74,23.81,7.41,NA,NA,3368,36,556.78,452.15,34,"DOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",544.3,24,25299272,10.29,365170,"NE","NE","NE"
"DA","BMW","NE",0,"NE",200,2,29000,-12.28,65.52,7.49,0,0,10290.01,36,1119.61,670.08,45,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",882.24,26,46246945,27.63,66684,"NE","NE","NE"
"DA","MAZDA","NE",1,"NE",1300,6,9300,-13.88,30,7.41,9.43,0,8145,60,1267.76,954.44,45,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","RENAULT","NE",1,"NE",239,6,3800,9.29,34.21,7.41,1.18,0,2966.04,36,571.44,489.05,59,"UPOKOJENEC","SI-9","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","MAZDA","NE",0,"NE",1300,0,30750,0,32.52,6.66,NA,NA,27562.92,84,1839,1510.87,32,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","FIAT","NE",0,"NE",481,0,14145,0,65.04,6.66,NA,NA,5969.76,48,673.51,711.88,54,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",9796.92,26,1471465498,39.39,-95110864,"NE","NE","NE"
"NE","TOYOTA","NE",1,"NE",3302,4,7300,2.99,0,3.74,0.18,0,14736.13,84,1746.56,1444.44,52,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","FIAT","NE",0,"NE",1021,0,12900,0,10,6.66,NA,NA,12126,84,718.7,399.19,34,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1,22,68886,46.2,7782.75,"NE","NE","NE"
"NE","OPEL","NE",0,"NE",2317,0,23400,0,70,7.49,NA,NA,8718.6,60,319.8,-119.28,35,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",3,6,199378,54.8,10424.25,"NE","NE","NE"
"DA","FIAT","NE",0,"NE",74,0,14500.01,0,31.41,3.74,NA,NA,9945.01,84,866.43,731.69,44,"NEDOLOCEN CAS","SI-5","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","VOLKSWAGEN","NE",0,"NE",10,4,13500,-8.19,70,7.24,0,0,4668.48,36,970.64,1052.19,37,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",331.89,16,34337762,45.7,142194,"NE","NE","NE"
"NE","VOLVO","NE",0,"NE",3302,4,8400.01,35.98,35.71,7.41,NA,NA,6680.4,60,627.66,655.22,40,"NEDOLOCEN CAS","SI-1","BULGARIA","DA","JAVNI SEKTOR, UPOKOJENCI",38.18,18,4613966,38.35,33234,"NE","NE","NE"
"DA","HYUNDAI","NE",0,"NE",263,0,11160,0,17.92,7.49,NA,NA,9271.61,60,634.41,448.68,64,"UPOKOJENEC","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","FORD","NE",0,"NE",239,7,7650,-16.54,20,7.41,0,0,6426,36,950.34,955.41,26,"DOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",603,11,9461512,14.2,162818,"NE","NE","NE"
"DA","HYUNDAI","NE",0,"NE",1538,0,12916.01,0,23.23,6.66,NA,NA,11467.44,36,1448.97,1174.82,59,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",450.59,26,43444640,27.42,9313668,"NE","NE","NE"
"DA","FORD","NE",0,"NE",2046,0,15160,0,23.03,3.74,NA,NA,11669,60,1167.43,912.18,52,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",814,41,159315756,60.85,26448415,"NE","NE","NE"
"DA","OPEL","NE",1,"NE",3984,0,17908,0,22.34,6.66,0.08,0,18001.2,84,1298.67,636.39,35,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","FORD","NE",0,"NE",1865,0,16800,0,47.62,3.74,NA,NA,10015.32,84,1044.6,738.46,52,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",3.72,17,878009,6.75,-508,"NE","NE","NE"
"NE","KIA","NE",0,"NE",1858,9,4900,1.65,20.41,9.49,NA,NA,3949,48,758.12,948.63,61,"NEDOLOCEN CAS","SI-1","SRBIJA I CRNA GORA","NE","JAVNI SEKTOR, UPOKOJENCI",23.26,6,1595641,49.09,65202,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",12,4,8750,1.42,30,7.41,NA,NA,7663.8,60,922.24,502.23,64,"UPOKOJENEC","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","CITROEN","NE",1,"NE",71,6,8800,-12.43,20,7.41,5.38,0,8921.4,60,551.04,523.54,34,"DOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",19.88,26,1151359,92.08,8991,"NE","NE","NE"
"NE","RENAULT","DA",0,"NE",445,0,11190,0,13.4,6.66,NA,NA,12712.56,84,580,496.3,40,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",203,7,4907610,69.97,667772,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",1859,0,22390,0,53.6,7.99,NA,NA,10613.89,84,663.82,498.45,64,"UPOKOJENEC","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","PEUGEOT","NE",0,"NE",1,11,2400,-21.21,30,7.41,NA,NA,1916.4,24,650.65,718.09,43,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",15.73,23,1921149,43.43,7059,"NE","DA","NE"
"DA","MERCEDES-BENZ","NE",0,"NE",307,0,24100,0,31.12,6.49,NA,NA,16841,84,895.78,428.55,61,"UPOKOJENEC","SI-5","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","OPEL","NE",1,"NE",3986,9,5200,-25.35,20,7.41,1.11,0,4826.88,36,611.03,482.33,49,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",172,15,3825850,81.88,86625.75,"NE","NE","NE"
"NE","KIA","NE",0,"NE",75,0,12100,0,22.15,3.74,NA,NA,9420,84,965.36,425.78,36,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",15.41,21,1103073,55.42,21751.5,"NE","NE","NE"
"DA","FIAT","NE",0,"NE",1021,0,12900,0,10,6.66,NA,NA,12126,84,718.7,399.19,34,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1,22,68886,46.2,7782.75,"NE","NE","NE"
"DA","TOYOTA","NE",0,"NE",51,9,4700,12.23,42.55,7.41,NA,NA,2770.5,36,696.28,442.31,71,"UPOKOJENEC","SI-6","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","FORD","NE",0,"NE",5862,4,14500.01,-0.95,55.17,6.66,NA,NA,7509.96,36,792.8,684.1,31,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",9796.92,26,1471465498,39.39,-95110864,"NE","NE","NE"
"DA","SUZUKI","NE",0,"NE",445,0,19800,0,63.13,6.66,0,0,8621.64,36,728.54,512.45,56,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",75.21,25,11569386,56.31,891210,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",5,5,9400,4,20,7.41,NA,NA,7802,60,533.31,571.55,37,"NEDOLOCEN CAS","SI-1","CROATIA","DA","JAVNI SEKTOR, UPOKOJENCI",0,2,0,96.26,-307,"NE","NE","NE"
"DA","AUDI","NE",0,"NE",5,5,12500,-2.82,28,8.24,0.63,0,12038.04,84,1415.26,1623.43,31,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",14.45,11,4420826,79.43,962954,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",392,3,16400,-2.71,32.93,6.49,NA,NA,11246,72,772.28,812.34,34,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","KIA","NE",0,"NE",8083,0,16411,0,10,6.66,NA,NA,18829.44,84,1313.72,1089.56,59,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",1860,0,28194,0,29.79,7.99,NA,NA,20075.93,72,980.45,547.09,61,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",26.23,6,2033908,61.23,73727,"NE","NE","NE"
"NE","ALFA","NE",0,"NE",2,9,5000,-3.46,40,12.24,NA,NA,3050,36,628.09,803.41,21,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",668,15,72659012,-32.58,-26647204,"NE","DA","NE"
"DA","HYUNDAI","NE",0,"NE",2396,0,22920,0,21.82,8.49,NA,NA,22335,60,1365.14,1016,38,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","MAZDA","NE",0,"NE",622,8,8500,5.84,55.88,7.41,NA,NA,4431.6,36,883.59,976.73,55,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",366.49,25,39210072,41.71,536101,"NE","NE","NE"
"NE","KIA","NE",1,"NE",8084,0,9771,0,10,6.66,21.71,0,11455.92,84,617.55,474.7,53,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",823.38,25,30823099,62.12,1580493,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",12,3,17000,-9.38,20,10.24,NA,NA,13770,84,930.99,812.96,51,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",10.15,8,1205531,8.57,10020,"NE","NE","NE"
"DA","MAZDA","NE",1,"NE",1300,6,9300,-13.88,30,7.41,9.43,0,8145,60,1267.76,954.44,45,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"NE","TOYOTA","NE",0,"NE",36,0,25700,0,38.91,6.99,35.22,0,19868.4,60,578.78,163.65,73,"UPOKOJENEC","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","PEUGEOT","NE",0,"NE",3304,4,10900,22.34,20.18,7.41,NA,NA,8863.5,48,922.36,803.68,28,"DOLOCEN CAS","SI-8","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","FORD","NE",2,"NE",1867,0,16500,0,10,6.66,1.93,0,19770.62,84,930.95,452.53,45,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",617.5,26,223431900,48.75,197128,"NE","NE","NE"
"DA","KIA","NE",0,"NE",332,2,15400,9.23,33.77,8.74,0.22,0,10354.01,84,1132.61,497.81,49,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","BMW","NE",0,"NE",445,4,25000,11.07,25,7.41,0.39,0,24270.96,72,541.89,355.61,36,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2683,26,514535953,13.99,-48991710,"NE","DA","NE"
"DA","KIA","NE",0,"NE",8084,0,13821,0,50.65,6.66,0,0,8104.32,48,1160.4,1233.18,52,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2091.85,21,102712670,47.11,-1633543,"NE","NE","NE"
"NE","KIA","NE",0,"NE",8084,0,15901,0,44.02,6.66,NA,NA,10890.72,48,561.44,511.21,38,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",212,23,26056039,38.55,-337525,"NE","NE","NE"
"DA","KIA","NE",0,"NE",8084,0,11161,0,10,6.66,NA,NA,12805.8,84,1113.2,986.04,51,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","RENAULT","DA",0,"NE",26,2,17500,0.88,20,10.24,NA,NA,14175,84,971.3,955.8,61,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",194.42,42,15892071,57.74,235494,"NE","NE","NE"
"NE","FORD","NE",0,"NE",1539,9,3300,12.36,20,7.41,NA,NA,3063.24,36,305.12,346.51,45,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0.1,1,12062,24.54,37,"NE","NE","NE"
"DA","KIA","NE",1,"NE",8085,0,9770,0,10,6.66,5.79,0,9134.95,84,1169.82,1061.4,25,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",43.05,21,9820903,13.3,29856,"NE","NE","NE"
"DA","FORD","NE",0,"NE",239,7,7650,-16.54,30,7.41,0,0,6330.96,36,950.34,979.18,26,"DOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",603,11,9461512,14.2,162818,"NE","NE","NE"
"NE","KIA","NE",0,"NE",8085,0,9901,0,40.4,6.66,NA,NA,6049.52,72,1022.46,649.86,62,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0,0,0,0,0,"NE","NE","NE"
"NE","VOLKSWAGEN","NE",0,"NE",24,10,6240,-10.24,20.03,7.41,1.63,0,5731.05,36,636.01,656.77,41,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",25.89,10,832382,22.77,15139,"NE","NE","NE"
"DA","KIA","NE",0,"NE",8085,0,11271,0,13.31,6.66,NA,NA,12464.76,84,889.79,741.4,56,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",94.52,11,4768994,29.44,16445,"NE","NE","NE"
"DA","KIA","NE",0,"NE",24,5,6200,-9.06,20,7.41,3.98,0,6274.8,72,1025.4,784.67,33,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",176,5,6400,3.72,20,10.24,NA,NA,6645,60,1348.71,1009.22,50,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",148.89,14,5452136,57.45,342043,"NE","NE","NE"
"DA","CITROEN","NE",0,"NE",777,1,13700,16.76,14.6,7,NA,NA,11974,72,639.5,619.68,36,"NEDOLOCEN CAS","SI-5","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2.98,5,88834,30.21,-6740,"NE","NE","NE"
"DA","BMW","NE",0,"NE",79,6,10000,2.76,30,10.24,NA,NA,9531.36,72,1349.71,1217.33,25,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
