"Lodobren","Vznamka","Scrna_lista","Sst_odobritev","Dcrna_lista","Dst_pogodb","Vletnik","Vmpc","Veurotax","Lpolog","Lobrestna_mera","Splacilni_indeks","Szapadlo_neplacano","Sobligo","Ltrajanje_meseci","Sneto_placa","Srazpolozljiv_od_z_malico_in_prevozom","Sstarost","Strajanje_zaposlitve","Sposta","Sdrzavljanstvo","Sdrzavljanstvo_eu","SDtip","SDst_zaposlenih","SDdoba_poslovanja","SDprihodki","SDodstotek_kapitala_v_bilancni_vsoti","SDposlovni_izid","SDblokada_racuna","SDinsolventnost","SDcrna_lista"
"DA","OPEL","NE",0,"NE",1861,2,22990,-5.24,10,7.41,NA,NA,21150.8,84,571.8,532.71,47,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",101.17,9,12705830,12.04,362253,"NE","NE","NE"
"NE","BMW","NE",0,"NE",47,4,12000,-7.78,20,7.41,14.06,0,9960,84,901.72,514.52,37,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",158.61,25,17323263,20.08,-670301,"DA","NE","NE"
"NE","BMW","NE",0,"NE",2950,2,27300,-8.18,10.99,6.99,NA,NA,31140.48,84,1323.53,952.81,42,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",3987,0,10990,0,36.4,6.66,NA,NA,8358.24,48,918.24,978.11,28,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","FORD","NE",0,"NE",808,0,14400,0,48.61,4.77,NA,NA,7500.8,48,967.86,795.91,69,"UPOKOJENEC","SI-6","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",3583,7,8990,-13.41,33.37,7.41,NA,NA,6169.8,36,927.67,838.65,52,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",115.73,26,15105633,52.72,425078,"NE","NE","NE"
"DA","MAZDA","NE",0,"NE",622,8,9500,-5.31,50,7.24,NA,NA,5616.36,36,883.59,943.82,55,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",366.49,25,39210072,41.71,536101,"NE","NE","NE"
"DA","MERCEDES-BENZ","NE",0,"NE",93,10,6990,4.46,50.07,7.41,NA,NA,3699.7,24,825.79,813.53,33,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",190.42,26,46198116,75.46,1947367,"NE","NE","NE"
"DA","HYUNDAI","NE",0,"NE",439,0,13691,0,61.35,9.49,NA,NA,7449.12,84,604.43,515.75,64,"UPOKOJENEC","SI-9","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","TOYOTA","NE",0,"NE",3305,4,12500,-2.24,20,4.49,NA,NA,10125,60,883.83,715.93,30,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",91.83,17,7835608,45.53,228259,"NE","NE","NE"
"DA","AUDI","NE",0,"NE",15,5,14000,-9.19,21.43,7.41,NA,NA,14491.68,84,903.95,537.52,40,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",9.78,21,1292435,62.53,7873,"NE","NE","NE"
"DA","FORD","NE",0,"NE",3101,0,15530,0,27.69,6.14,NA,NA,14546.28,84,794.24,664.75,39,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",682.55,26,52925653,53.16,2474349,"NE","NE","NE"
"NE","PEUGEOT","NE",0,"NE",26,3,11490,2.31,21.76,9.24,0.09,0,11893.68,72,1547.15,1530.39,47,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",46.6,12,3540103,30.55,52722,"NE","DA","NE"
"NE","HONDA","NE",0,"NE",624,8,7800,-1.28,10,7.24,NA,NA,8667,60,1395.51,872.29,31,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",116,8,15530429,34.75,944020,"NE","NE","NE"
"DA","VOLVO","NE",1,"NE",312,0,37565.65,0,34.61,4.77,0.14,0,26474.52,60,3033.33,2568.83,53,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",49.8,23,7290465,43.19,293046,"NE","NE","NE"
"DA","HYUNDAI","NE",0,"NE",569,0,9260,0,10.04,6.66,0,0,10735.2,84,576.32,511.59,37,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","VOLKSWAGEN","NE",0,"NE",57,4,12700,-19.06,25,7.41,NA,NA,12036.6,60,1264,1063.39,23,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"NE","NISSAN","NE",0,"NE",1862,10,3690,-2.01,27.1,10.49,NA,NA,2726.9,36,676.64,853.47,40,"NEDOLOCEN CAS","SI-9","RUSSIAN FEDERATION","NE","JAVNI SEKTOR, UPOKOJENCI",6.23,5,1957558,28.21,67937,"NE","NE","NE"
"DA","TOYOTA","NE",0,"NE",3305,0,11400,0,20,6.99,NA,NA,10807.68,48,6024.99,5799.83,60,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","TOYOTA","NE",2,"NE",3305,1,19800,20.34,15.15,4.24,0.03,0,16800,36,1313.61,1097.71,30,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",33.74,17,80586355,14.43,-448385,"NE","NE","NE"
"NE","HYUNDAI","NE",0,"NE",2397,9,7300,0.05,20,7.41,NA,NA,6607.65,48,737.77,676.03,38,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",71.79,19,23595723,10.05,-226572,"NE","NE","NE"
"NE","HONDA","NE",0,"NE",260,3,13249.99,-8.91,41.51,7.5,NA,NA,10241.28,84,586.5,557.68,25,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",3.05,16,65007,85.25,-10575.75,"NE","NE","NE"
"NE","FORD","NE",1,"NE",1,4,11300.01,-0.1,20,7.24,1.67,0,10246.82,84,1470.47,1246.3,42,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",78,4,38248000,29.68,1373000,"NE","NE","NE"
"DA","CITROEN","NE",1,"NE",2397,3,10150,-7.39,39.41,7.41,0.95,0,6505.25,72,667.6,610.77,41,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",5.75,2,845060,6,15147,"NE","NE","NE"
"NE","HYUNDAI","NE",0,"NE",439,0,17420,0,22.39,6.66,NA,NA,17825.64,84,778.09,403.9,49,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",117.17,26,10692405,69.08,1005823,"NE","NE","NE"
"DA","RENAULT","NE",1,"NE",258,8,3550,-8.06,20,7.41,1.04,0,3483.27,57,931.33,867.22,40,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",4121.33,39,713945323,40.2,6333707,"NE","NE","NE"
"DA","MAZDA","NE",0,"NE",889,0,28700,0,52.26,6.66,NA,NA,17160,60,1988.78,1875.94,32,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",83.1,18,15465209,24.11,734859,"NE","NE","NE"
"DA","FORD","NE",0,"NE",1541,1,23700,-10.58,67.51,3.74,9.43,0,8762.88,84,1675.33,1275.41,51,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",76.75,26,3732315,68.62,482357,"NE","NE","NE"
"DA","NISSAN","NE",1,"NE",177,1,18600,10.47,46.24,9.74,0.05,0,10185.99,60,1211.49,1064.89,48,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",3.03,26,156368,72.67,1678,"NE","NE","NE"
"NE","VOLKSWAGEN","NE",0,"NE",46,8,5320,-21.03,20,7.41,NA,NA,4389,24,956.15,882.54,33,"NEDOLOCEN CAS","SI-1","BOSNIA AND HERZEGOVINA","NE","JAVNI SEKTOR, UPOKOJENCI",12.83,23,1403125,50.55,127439,"NE","NE","NE"
"NE","ALFA","NE",0,"NE",336,6,6400,6.48,20,7.41,NA,NA,6334.2,60,654.77,549.2,26,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0.16,1,86938,14.36,2065,"NE","NE","NE"
"NE","BMW","NE",0,"NE",55,7,11990,-4.4,20,7.41,NA,NA,12507.12,72,767.94,656.21,60,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",555,21,259669006,71,1377976,"NE","NE","NE"
"NE","HYUNDAI","NE",0,"NE",102,7,4300,-8.07,23.26,7.41,0,0,3678.15,48,596.01,598.94,52,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",196,4,13844798,-3.43,-2080473,"NE","NE","NE"
"NE","FORD","NE",1,"NE",3103,0,15000,0,0,6.66,20.92,0,21016.3,84,1245.33,1021.42,41,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","RABLJENO","NE",0,"NE",3585,7,3990,-11.75,10,7.41,NA,NA,3670.8,48,1700.19,1611.59,37,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","CITROEN","NE",0,"NE",118,6,7700,-4.57,20,7.41,NA,NA,7667.4,60,775.67,511.08,31,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","MERCEDES-BENZ","NE",0,"NE",28,8,9490,8.94,42.15,7.41,NA,NA,6944.34,58,653.64,749.66,41,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",6.87,2,366444,24.87,1795,"NE","NE","NE"
"NE","TOYOTA","NE",1,"NE",794,0,9250,0,10,6.99,18.31,123.47,8706.71,84,2394.18,940.39,40,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",814,41,159315756,60.85,26448415,"NE","NE","NE"
"NE","AUDI","NE",0,"NE",9,3,17400,5.22,20,7.41,NA,NA,14442,84,1034.29,813.39,30,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","KIA","NE",1,"NE",8094,0,27031,0,10.73,4.7,0,0,24131.01,84,1709.17,1334.44,50,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1421.57,25,121979368,24.63,1397965,"NE","NE","NE"
"NE","MERCEDES-BENZ","DA",0,"NE",15,6,13649.99,-10.17,20,10.24,110.38,0,15300.8,80,948.94,361.69,56,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1160,23,381608589,35.42,-4335319,"NE","NE","NE"
"NE","RENAULT","NE",1,"NE",3988,7,7190,-15.02,15.3,7.41,1.99,0,11877.37,48,1104,952.67,40,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","SSANGYONG","NE",1,"NE",8094,0,26140,0,10,6.66,11.87,0,36061.54,84,3051.51,1338.49,50,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2978.21,13,784842241,55.37,69297368,"NE","NE","NE"
"DA","CITROEN","NE",0,"NE",118,6,7700,-4.57,20,7.41,NA,NA,15367.4,60,775.67,511.08,31,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","FORD","NE",1,"NE",5864,0,26500,0,10,5.64,39.34,0,29242.08,84,1750,1401.88,49,"DOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","BMW","NE",0,"NE",9,2,44800,-9.17,20,6.66,NA,NA,36736,84,1084.39,1033.13,47,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",40,11,4036979,22,189908,"DA","NE","NE"
"DA","HYUNDAI","NE",0,"NE",439,0,17420,0,30.02,6.66,NA,NA,16158.24,84,778.09,423.75,49,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",117.17,26,10692405,69.08,1005823,"NE","NE","NE"
"DA","PRENOS","NE",0,"NE",8096,0,17840.47,0,10,7.41,NA,NA,16056.42,72,1279.4,1154.73,54,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","MERCEDES-BENZ","NE",0,"NE",55,5,14690,9.17,20,7.41,NA,NA,12339.6,72,1369.65,1156.83,43,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",19.37,4,419652,38.93,50268,"NE","NE","NE"
"NE","AUDI","NE",0,"NE",105,7,13700,-19.78,15,7.16,NA,NA,11919,72,577.62,495.9,42,"NEDOLOCEN CAS","SI-1","MACEDONIA","NE","JAVNI SEKTOR, UPOKOJENCI",0,0,0,0,0,"NE","NE","NE"
"DA","TOYOTA","NE",1,"NE",3309,0,29350,0,20.44,6.99,31.73,0,34430,84,703.63,716.41,32,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",3.26,8,185234,17.74,473,"NE","NE","NE"
"NE","HYUNDAI","NE",1,"NE",264,0,12000.01,0,41.67,8.49,1.68,0,7261.76,60,801.96,608.41,72,"UPOKOJENEC","SI-4","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","KIA","NE",1,"NE",8098,0,11171,0,35.81,6.66,1.53,0,7617.84,84,612.5,640,38,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",122.53,35,3593542,58.33,186408,"NE","NE","NE"
"DA","HYUNDAI","NE",0,"NE",119,0,24421,0,28.66,6.39,NA,NA,21535.92,84,1160.73,1023.77,55,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",288.17,39,57787371,35.98,2069037,"NE","NE","NE"
"NE","HYUNDAI","NE",0,"NE",1542,0,11269.99,0,26.62,6.66,NA,NA,9893.76,48,509.79,572.11,78,"UPOKOJENEC","SI-4","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","AUDI","NE",0,"NE",58,8,12700,-16.89,55.12,9.24,NA,NA,6991.68,48,971.32,939.06,35,"NEDOLOCEN CAS","SI-4","BOSNIA AND HERZEGOVINA","NE","JAVNI SEKTOR, UPOKOJENCI",1298.22,18,211864621,41.7,5728488,"NE","NE","NE"
"NE","FORD","NE",1,"NE",2,7,7800,-1.03,25.64,7.24,13.74,0,6112,60,1056.96,917.44,40,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",17.81,24,4683513,34.13,75495,"NE","NE","NE"
"NE","FORD","NE",0,"NE",809,0,17785,0,20,6.49,NA,NA,14405.85,84,1000,786.17,28,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0,0,0,0,0,"NE","NE","NE"
"DA","SUZUKI","NE",0,"NE",201,0,16400,0,0,3.74,NA,NA,18663.96,84,1529.26,1046.19,56,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",4059,24,708095742,32.18,18380978,"NE","NE","DA"
"DA","KIA","NE",0,"NE",333,10,2500,-7.56,20,7.24,2.17,0,2025,24,1003.64,472.91,33,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",205.75,26,51814550,71.22,1788049,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",81,7,5650,-8.44,30.09,10.24,NA,NA,4899.36,48,602.11,394.89,28,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1572.01,24,130092343,38.31,2443250,"NE","NE","NE"
"DA","CITROEN","NE",0,"NE",100,9,4000,-11.48,30,7.41,NA,NA,3150.72,24,627.71,611.64,45,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",27.91,42,1565306,68.35,13530,"NE","NE","NE"
"DA","FORD","NE",0,"NE",878,4,10900,-18.77,22.02,7.41,NA,NA,11480.28,84,748.11,672.58,42,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",421.44,22,66732981,53.78,886204,"NE","NE","NE"
"NE","CITROEN","NE",0,"NE",625,7,4600,15.11,21.74,7.24,NA,NA,3784,36,784.71,954.89,42,"NEDOLOCEN CAS","SI-4","MACEDONIA","NE","JAVNI SEKTOR, UPOKOJENCI",74.75,10,9863490,43.36,781526,"NE","NE","NE"
"DA","AUDI","NE",0,"NE",16,4,20950,-1.17,23.87,10.24,0,0,16159.51,84,896.3,531.98,44,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",81.35,7,3609120,18.8,92675,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",24,0,18775.01,0,53.26,4.49,NA,NA,8775.01,24,4855.97,4440.99,52,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",88.88,23,22837401,48.38,433592,"NE","NE","NE"
"DA","ALFA","NE",0,"NE",2,9,5000,-3.46,50.39,12.24,NA,NA,2530.64,36,644.98,693.98,21,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",668,15,72659012,-32.58,-26647204,"NE","DA","NE"
"DA","OPEL","NE",0,"NE",3990,0,11676,0,10,6.66,0,0,13542.48,84,568.14,501.19,36,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",21.16,7,885782,11.84,5424,"NE","NE","NE"
"DA","HYUNDAI","NE",0,"NE",334,1,11050,8.83,25.34,6.91,0.31,0,8526.25,72,677.86,532.86,30,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",136.93,26,19111249,82.3,1658104,"NE","NE","NE"
"NE","TOYOTA","NE",1,"NE",794,1,9250,7.03,10,6.99,18.32,123.47,17956.71,84,2394.18,940.39,40,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",814,41,159315756,60.85,26448415,"NE","NE","NE"
"DA","FORD","NE",0,"NE",386,0,11000,0,27.27,6.66,0,0,8275,60,756.86,591.53,34,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2008,39,161854679,36.28,2220875,"NE","NE","NE"
"NE","BMW","NE",0,"NE",441,1,49591,-28.22,10.08,7.49,NA,NA,58068.36,84,561.44,-91.38,47,"DOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","TOYOTA","NE",0,"NE",22,0,19050,0,10.5,8.49,NA,NA,22061.52,72,902.57,550.2,29,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",289.25,20,64440735,84.16,4022098,"NE","NE","NE"
"DA","FORD","NE",0,"NE",5865,4,10100,-9.38,10,7.41,NA,NA,11938.08,84,843.43,803.01,44,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",103,19,4202892,30,4756,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",56,5,7700,-2.44,20,7.41,NA,NA,7759.8,60,628.41,610.93,54,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",34.8,15,873869,70.22,12333.75,"NE","NE","NE"
"DA","FORD","NE",0,"NE",3108,0,14490,-22.18,13.8,6.2,NA,NA,16086,84,572.58,610.32,33,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",9796.92,26,1471465498,39.39,-95110864,"NE","NE","NE"
"DA","BMW","NE",0,"NE",2960,0,44638.89,0,44.58,2.96,NA,NA,26644.2,60,942.56,602.65,40,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",6.28,7,1000545,39.04,63629,"NE","NE","NE"
"DA","FORD","NE",0,"NE",3108,4,14490,-22.18,13.8,6.2,NA,NA,16086,84,572.58,610.32,33,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",9796.92,26,1471465498,39.39,-95110864,"NE","NE","NE"
"NE","KIA","NE",0,"NE",8099,1,11500,2.87,26.09,6.91,0.88,0,8672.5,84,539.44,408.93,66,"UPOKOJENEC","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","VOLVO","NE",0,"NE",94,11,7400,12.04,20,7.41,NA,NA,6587.46,22,780.19,634.33,36,"NEDOLOCEN CAS","SI-2","KOSOVO","NE","JAVNI SEKTOR, UPOKOJENCI",9,2,444674,0.15,17080,"NE","NE","NE"
"DA","FORD","NE",0,"NE",5865,4,10100,-9.38,10,7.41,NA,NA,11938.08,84,843.43,637.62,44,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",103,19,4202892,30,4756,"NE","NE","NE"
"DA","FORD","NE",1,"NE",1786,0,18035,0,10,6.66,NA,NA,20691.72,84,740.01,547.18,44,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",76.31,4,4831607,13.57,171099,"NE","NE","NE"
"NE","OPEL","NE",0,"NE",778,11,3500,-21.77,42.86,7,NA,NA,2070,12,702.63,660.82,58,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",88.96,17,4509671,38.22,-346898,"NE","NE","NE"
"DA","OPEL","NE",1,"NE",2,3,12600,-1.4,20,7.41,1.29,0,10866.13,84,1013.46,851.6,44,"NEDOLOCEN CAS","SI-5","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2,4,117559,80.76,7653,"NE","NE","NE"
"NE","CHEVROLET","NE",0,"NE",450,7,9150,6.71,20,7.41,6.97,0,9099.53,48,703.49,515.1,39,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",145,23,6976706,66.62,309064,"NE","NE","NE"
"NE","KIA","NE",1,"NE",226,0,12690,0,15.76,6.66,44.71,268.96,18040.09,84,606.93,577.07,32,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",13.89,25,615637,34.76,10924,"NE","NE","NE"
"DA","CITROEN","NE",0,"NE",49,4,9290,3.07,21.53,7.41,3.63,0,7522.25,84,606.25,488.41,35,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",167.41,29,16786525,87.11,435204,"NE","NE","NE"
"DA","VOLKSWAGEN","NE",0,"NE",57,4,11900,-12.3,10,7.24,NA,NA,13365,60,1572.55,1349.8,43,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","TOYOTA","NE",0,"NE",3311,0,20170,0,19.83,6.99,NA,NA,20874.84,84,1308.75,1172.49,41,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","VOLKSWAGEN","NE",0,"NE",57,4,11900,-12.3,10,7.24,NA,NA,13365,60,1572.55,1349.8,43,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","MAZDA","NE",1,"NE",2961,0,34500,0,52.5,7.14,0,0,18112.02,12,1027.96,-354.9,50,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",4,12,232252,78.89,17828,"NE","NE","NE"
"NE","KIA","NE",1,"NE",8099,0,13980,0,10,4.7,3.52,110,25518.68,84,1053.14,793.35,37,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",32,27,50460806,47.32,2893687,"NE","NE","NE"
"NE","CHEVROLET","NE",0,"NE",450,7,9150,6.71,26,7.41,6.97,0,8463.05,48,703.49,314.36,39,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",145,23,6976706,66.62,309064,"NE","NE","NE"
"NE","NISSAN","NE",0,"NE",1307,0,11646,0,27.48,6.66,NA,NA,10694.16,72,674.67,632.22,34,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0,0,0,0,0,"NE","NE","NE"
"DA","CITROEN","NE",0,"NE",12,3,10300,-7.83,20,7.41,0,0,10380,60,594.08,532.78,35,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","FORD","NE",0,"NE",1815,0,28819.99,0,10.41,6.24,NA,NA,32394.6,84,915.27,656.18,37,"NEDOLOCEN CAS","SI-5","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",210.56,16,26943487,29.95,505899,"NE","NE","NE"
"DA","FORD","NE",0,"NE",1815,0,28819.99,0,10.41,6.24,NA,NA,32394.6,84,915.27,517.03,37,"NEDOLOCEN CAS","SI-5","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",210.56,16,26943487,29.95,505899,"NE","NE","NE"
"NE","HYUNDAI","NE",0,"NE",570,4,18500,-5.17,20,7.41,6.98,0,15170,84,750.02,306.98,45,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",5865,5,6100,4.1,16.39,7.41,NA,NA,6049.92,48,641.54,752.75,42,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",905.08,26,24141367,30.82,69048,"NE","NE","NE"
